Beer_type,Price_per_litter,std,count
"""Honey Beer""",9.825,3.081905596422959,20
"""IPA - American""",13.298783783783785,4.306525103222941,740
"""IPA - Belgian""",9.882077922077922,2.80654795342978,77
"""IPA - Black / Cascadian Dark Ale""",11.442702702702702,3.2237216662394075,37
"""IPA - Cold""",12.341578947368422,4.046541083053785,38
"""IPA - English""",10.803333333333333,3.687199931293845,21
"""IPA - Fruited""",13.444242424242425,4.035476546296727,66
"""IPA - Imperial / Double""",16.125,4.706051423433445,456
"""IPA - Imperial / Double Black""",12.992727272727272,5.806078006553289,11
"""IPA - Imperial / Double Milkshake""",16.925714285714285,5.670783034095045,14
"""IPA - Imperial / Double New England / Hazy""",17.123950177935942,4.209076346269596,843
"""IPA - Milkshake""",14.267272727272728,4.215347904330727,33
"""IPA - New England / Hazy""",14.10528846153846,3.837247875357926,1456
"""IPA - New Zealand""",13.391714285714285,3.1953380431628857,35
"""IPA - Other""",12.164188034188035,3.4932756190351255,117
"""IPA - Quadruple""",19.795882352941174,2.8576543239681946,17
"""IPA - Red""",13.51142857142857,3.340358933138445,14
"""IPA - Rye""",13.058823529411764,4.509288860719811,17
"""IPA - Session""",10.94321243523316,3.3112010096808118,193
"""IPA - Sour""",15.718783783783785,5.363307084636958,74
"""IPA - Triple""",17.823333333333334,4.86343248027523,69
"""IPA - Triple New England / Hazy""",18.185843373493974,3.790259791150254,166
"""IPA - White / Wheat""",10.076,3.057989089700496,45
"""Kellerbier / Zwickelbier""",6.071578947368421,2.9433893167327456,133
"""Kölsch""",11.208076923076922,4.110575647503176,26
"""Lager - Amber / Red""",6.362666666666667,3.2830614342336606,15
"""Lager - American""",11.607142857142858,4.38448212637291,14
"""Lager - American Light""",13.862307692307693,4.37403161443794,13
"""Lager - Dark""",8.117692307692307,4.871018295055895,13
"""Lager - Dortmunder / Export""",7.80235294117647,4.649819845857523,34
"""Lager - Helles""",6.562779922779923,2.8132708752037656,259
"""Lager - IPL (India Pale Lager)""",10.603953488372094,3.3840495180541175,43
"""Lager - Japanese Rice""",11.359166666666667,2.748931886233545,12
"""Lager - Mexican""",9.498571428571429,2.9979914704920128,21
"""Lager - Munich Dunkel""",5.529,2.730562554567608,60
"""Lager - Other""",11.6125,3.785421099854787,32
"""Lager - Pale""",9.985813953488371,3.566486354515256,43
"""Lager - Rotbier""",6.633333333333333,3.1922415417079666,12
"""Lager - Světlé (Czech Pale)""",9.674999999999999,5.222741356100958,12
"""Lager - Vienna""",9.034516129032259,4.360722293924618,31
"""Lager - Winter""",7.1084000000000005,4.165393818916367,25
"""Lambic - Faro""",8.82529411764706,2.902350594016553,17
"""Lambic - Framboise""",16.391199999999998,5.54370086975599,25
"""Lambic - Fruit""",18.37113475177305,4.552402990603438,141
"""Lambic - Gueuze""",18.114840425531916,4.40002654247313,376
"""Lambic - Kriek""",16.624015151515152,5.4969655556842785,132
"""Lambic - Other""",18.603243243243245,4.869563666315523,37
"""Lambic - Traditional""",15.430263157894737,6.41856575999364,38
"""Mild - Dark""",14.498823529411764,4.026043160401011,17
"""Märzen""",6.979454545454545,4.042970771590201,55
"""Non-Alcoholic - IPA""",9.473658536585367,2.3771140476575505,164
"""Non-Alcoholic - Lager""",7.313802816901408,3.0677792648276108,71
"""Non-Alcoholic - Other""",7.997386363636363,2.497102916470222,88
"""Non-Alcoholic - Pale Ale""",9.056842105263158,2.4351027830278085,57
"""Non-Alcoholic - Porter / Stout""",11.018125,3.192258213240275,32
"""Non-Alcoholic - Shandy / Radler""",5.996470588235294,1.8338516201443027,17
"""Non-Alcoholic - Sour""",11.985999999999999,4.988442970036456,50
"""Non-Alcoholic - Wheat""",6.08576923076923,2.519666447076851,52
"""Old / Stock Ale""",17.406923076923075,5.818723205617342,13
"""Pale Ale - American""",11.547832167832167,4.01134621316946,286
"""Pale Ale - Belgian""",10.047636363636364,3.6476496560755423,55
"""Pale Ale - English""",10.971333333333332,3.1084342808174212,30
"""Pale Ale - Fruited""",11.808275862068966,2.916623621544901,29
"""Pale Ale - Milkshake""",13.7025,4.029852523807336,12
"""Pale Ale - New England / Hazy""",12.908054298642533,3.1023585334009214,221
"""Pale Ale - New Zealand""",14.247499999999999,3.4100221869937255,20
"""Pale Ale - Other""",10.113538461538461,2.487260309286876,65
"""Pale Ale - XPA (Extra Pale)""",12.572,3.0193263203190592,15
"""Pilsner - Czech / Bohemian""",7.636808510638298,3.801402548020914,47
"""Pilsner - German""",7.413312101910829,3.7175000885512097,157
"""Pilsner - Italian""",13.367857142857144,3.31961114166526,14
"""Pilsner - New Zealand""",11.865333333333332,4.03899185912713,15
"""Pilsner - Other""",10.001517857142858,4.317447154002718,112
"""Porter - American""",13.170454545454545,4.140219084693958,22
"""Porter - Baltic""",12.5978,4.535212476178115,50
"""Porter - Coffee""",15.086923076923076,2.7575846454683997,13
"""Porter - English""",11.748571428571427,3.868409295329344,28
"""Porter - Imperial / Double""",16.831911764705882,3.9430022114956436,68
"""Porter - Imperial / Double Baltic""",16.63964912280702,4.250453742548419,57
"""Porter - Other""",12.55706896551724,4.160301527795531,58
"""Porter - Smoked""",11.082631578947368,2.027069154401286,19
"""Pumpkin / Yam Beer""",13.867727272727272,3.2276763451041037,22
"""Rauchbier""",7.622142857142856,4.2910069656458,56
"""Red Ale - American Amber / Red""",12.347857142857142,5.093509564390715,28
"""Red Ale - Imperial / Double""",17.181428571428572,5.6194919796979965,14
"""Red Ale - Irish""",9.061578947368421,3.3079538206468606,19
"""Red Ale - Other""",11.76,4.885898075072792,12
"""Rye Wine""",17.78944444444444,4.138625051905697,18
"""Schwarzbier""",9.474444444444444,4.839156735268732,18
"""Scotch Ale / Wee Heavy""",12.940526315789475,3.9559216845469787,19
"""Shandy / Radler""",8.040731707317073,5.747608802903996,41
"""Smoked Beer""",13.73375,5.566565417156101,24
"""Sour - Berliner Weisse""",12.757291666666667,4.47137931005603,48
"""Sour - Flanders Oud Bruin""",14.157755102040817,4.678399060801553,49
"""Sour - Flanders Red Ale""",15.118166666666667,5.779782850787724,60
"""Sour - Fruited""",15.846990445859872,4.7487095891693585,628
"""Sour - Fruited Berliner Weisse""",14.658395061728394,4.970300353794725,162
"""Sour - Fruited Gose""",13.234864864864864,4.018207846758838,111
"""Sour - Other""",16.137799043062202,5.257920027645392,209
"""Sour - Other Gose""",14.966842105263158,5.787312802474409,19
"""Sour - Smoothie / Pastry""",16.28817987152034,4.349921550496497,467
"""Sour - Traditional Gose""",12.819230769230769,4.921787381189989,13
"""Spiced / Herbed Beer""",10.274054054054053,3.9786049058680093,37
"""Stout - American""",15.222857142857142,5.699219370104245,21
"""Stout - Belgian""",14.244761904761905,4.205964359154294,21
"""Stout - Coffee""",13.92046511627907,4.013650489854159,43
"""Stout - English""",10.41235294117647,3.220887939318451,17
"""Stout - Foreign / Export""",14.078484848484848,4.024316029783913,33
"""Stout - Imperial / Double""",18.23404661016949,4.22064201830185,472
"""Stout - Imperial / Double Coffee""",17.700941176470586,4.477665905444966,85
"""Stout - Imperial / Double Milk""",17.887333333333334,4.51786580283538,60
"""Stout - Imperial / Double Oatmeal""",19.14428571428571,4.147728006878901,28
"""Stout - Imperial / Double Pastry""",17.64954385964912,3.715778045220709,285
"""Stout - Irish Dry""",11.014705882352942,4.4367584640646385,34
"""Stout - Milk / Sweet""",13.236986301369862,4.612613348481264,73
"""Stout - Oatmeal""",12.021315789473684,4.04667976751621,38
"""Stout - Other""",12.919285714285715,3.5436847064462853,56
"""Stout - Pastry""",16.172622950819672,3.2782901547602252,61
"""Stout - Russian Imperial""",17.036868686868686,4.696368106722131,198
"""Strong Ale - Other""",17.554545454545455,4.6785368730755215,11
"""Table Beer""",12.455,4.930805739237274,22
"""Wheat Beer - American Pale Wheat""",11.228846153846153,4.088501267626638,26
"""Wheat Beer - Dunkelweizen""",6.836,3.4799070131991776,40
"""Wheat Beer - Fruited""",10.233870967741936,3.2073942460293785,31
"""Wheat Beer - Hefeweizen""",6.694507042253521,2.8476155808697987,213
"""Wheat Beer - Hopfenweisse""",7.609047619047619,3.4090290476349785,21
"""Wheat Beer - Other""",9.605599999999999,2.919793200439601,25
"""Wheat Beer - Wheat Wine""",19.846,3.5646002580934666,25
"""Wheat Beer - Witbier / Blanche""",9.551787709497207,2.8831917277470835,179
"""Wild Ale - American""",18.93235294117647,4.610949457753878,34
"""Wild Ale - Other""",19.765449438202246,3.866721274242989,178
"""Winter Ale""",12.463813559322034,4.615238216387384,118
"""Winter Warmer""",10.908421052631578,3.1483315919492165,19
